county,precinct,office,district,party,candidate,votes,legdist
Johnson,0004,Representative,1,REP,Jeff Fortenberry,347,FED
Johnson,0004,Attorney General,1,REP,Jon Bruning,399,SW
Johnson,0004,State Treasurer,1,DEM,Mark Stoj,126,SW
Johnson,0004,Governor,1,DEM,"Mike Meister, Governor",139,SW
Johnson,0004,Auditor,1,LIB,Michele Sallach-Grace,81,SW
Johnson,0004,Auditor,1,REP,Mike Foley,346,SW
Johnson,0004,Governor,1,REP,"Dave Heineman, Governor",352,SW
Johnson,0004,Representative,1,DEM,Ivy Harper,125,FED
Johnson,0004,State Treasurer,1,REP,Don Stenberg,336,SW
Johnson,0004,Secretary of State,1,DEM,Janet Stewart,167,SW
Johnson,0006,Secretary of State,1,REP,John A. Gale,145,SW
Johnson,0006,Representative,1,REP,Jeff Fortenberry,166,FED
Johnson,0006,Attorney General,1,REP,Jon Bruning,194,SW
Johnson,0006,State Treasurer,1,DEM,Mark Stoj,39,SW
Johnson,0006,Governor,1,DEM,"Mike Meister, Governor",46,SW
Johnson,0006,Auditor,1,LIB,Michele Sallach-Grace,31,SW
Johnson,0006,Auditor,1,REP,Mike Foley,163,SW
Johnson,0006,Governor,1,REP,"Dave Heineman, Governor",171,SW
Johnson,0006,Representative,1,DEM,Ivy Harper,46,FED
Johnson,0006,State Treasurer,1,REP,Don Stenberg,169,SW
Johnson,0006,Secretary of State,1,DEM,Janet Stewart,51,SW
Johnson,0007,Secretary of State,1,REP,John A. Gale,94,SW
Johnson,0007,Representative,1,REP,Jeff Fortenberry,97,FED
Johnson,0007,Attorney General,1,REP,Jon Bruning,109,SW
Johnson,0007,State Treasurer,1,DEM,Mark Stoj,26,SW
Johnson,0007,Governor,1,DEM,"Mike Meister, Governor",27,SW
Johnson,0007,Auditor,1,LIB,Michele Sallach-Grace,21,SW
Johnson,0007,Auditor,1,REP,Mike Foley,98,SW
Johnson,0007,Governor,1,REP,"Dave Heineman, Governor",111,SW
Johnson,0007,Representative,1,DEM,Ivy Harper,29,FED
Johnson,0007,State Treasurer,1,REP,Don Stenberg,105,SW
Johnson,0007,Secretary of State,1,DEM,Janet Stewart,29,SW
Johnson,0008,Secretary of State,1,REP,John A. Gale,60,SW
Johnson,0008,Representative,1,REP,Jeff Fortenberry,68,FED
Johnson,0008,Attorney General,1,REP,Jon Bruning,73,SW
Johnson,0008,State Treasurer,1,DEM,Mark Stoj,24,SW
Johnson,0008,Governor,1,DEM,"Mike Meister, Governor",27,SW
Johnson,0008,Auditor,1,LIB,Michele Sallach-Grace,17,SW
Johnson,0008,Auditor,1,REP,Mike Foley,65,SW
Johnson,0008,Governor,1,REP,"Dave Heineman, Governor",65,SW
Johnson,0008,Representative,1,DEM,Ivy Harper,23,FED
Johnson,0008,State Treasurer,1,REP,Don Stenberg,65,SW
Johnson,0008,Secretary of State,1,DEM,Janet Stewart,28,SW
Kearney,0001,Secretary of State,3,DEM,Janet Stewart,7,SW
Kearney,0001,State Treasurer,3,REP,Don Stenberg,43,SW
Kearney,0001,Governor,3,REP,"Dave Heineman, Governor",47,SW
Kearney,0001,Representative,3,ZZZ,Dan Hill,9,FED
Kearney,0001,Representative,3,REP,Adrian Smith,35,FED
Kearney,0001,Representative,3,DEM,Rebekah Davis,10,FED
Kearney,0001,Governor,3,DEM,"Mike Meister, Governor",7,SW
Kearney,0001,Auditor,3,REP,Mike Foley,40,SW
Kearney,0001,Auditor,3,LIB,Michele Sallach-Grace,5,SW
Kearney,0001,State Treasurer,3,DEM,Mark Stoj,8,SW
Kearney,0001,Attorney General,3,REP,Jon Bruning,46,SW
Kearney,0001,Secretary of State,3,REP,John A. Gale,46,SW
Kearney,0002,Secretary of State,3,DEM,Janet Stewart,10,SW
Kearney,0002,State Treasurer,3,REP,Don Stenberg,51,SW
Kearney,0002,Governor,3,REP,"Dave Heineman, Governor",51,SW
Kearney,0002,Representative,3,ZZZ,Dan Hill,4,FED
Kearney,0002,Representative,3,REP,Adrian Smith,49,FED
Kearney,0002,Representative,3,DEM,Rebekah Davis,15,FED
Kearney,0002,Governor,3,DEM,"Mike Meister, Governor",16,SW
Kearney,0002,Auditor,3,REP,Mike Foley,50,SW
Kearney,0002,Auditor,3,LIB,Michele Sallach-Grace,10,SW
Kearney,0002,State Treasurer,3,DEM,Mark Stoj,15,SW
Kearney,0002,Attorney General,3,REP,Jon Bruning,59,SW
Kearney,0002,Secretary of State,3,REP,John A. Gale,54,SW
Kearney,0003,Secretary of State,3,DEM,Janet Stewart,23,SW
Kearney,0003,State Treasurer,3,REP,Don Stenberg,106,SW
Kearney,0003,Governor,3,REP,"Dave Heineman, Governor",114,SW
Kearney,0003,Representative,3,ZZZ,Dan Hill,19,FED
Kearney,0003,Representative,3,REP,Adrian Smith,97,FED
Kearney,0003,Representative,3,DEM,Rebekah Davis,14,FED
Kearney,0003,Governor,3,DEM,"Mike Meister, Governor",16,SW
Kearney,0003,Auditor,3,REP,Mike Foley,105,SW
Kearney,0003,Auditor,3,LIB,Michele Sallach-Grace,13,SW
Kearney,0003,State Treasurer,3,DEM,Mark Stoj,20,SW
Kearney,0003,Attorney General,3,REP,Jon Bruning,118,SW
Kearney,0003,Secretary of State,3,REP,John A. Gale,105,SW
Kearney,0004,Secretary of State,3,DEM,Janet Stewart,13,SW
Kearney,0004,State Treasurer,3,REP,Don Stenberg,111,SW
Kearney,0004,Governor,3,REP,"Dave Heineman, Governor",118,SW
Kearney,0004,Representative,3,ZZZ,Dan Hill,12,FED
Kearney,0004,Representative,3,REP,Adrian Smith,103,FED
Kearney,0004,Representative,3,DEM,Rebekah Davis,11,FED
Kearney,0004,Governor,3,DEM,"Mike Meister, Governor",8,SW
Kearney,0004,Auditor,3,REP,Mike Foley,107,SW
Kearney,0004,Auditor,3,LIB,Michele Sallach-Grace,13,SW
Kearney,0004,State Treasurer,3,DEM,Mark Stoj,14,SW
Kearney,0004,Attorney General,3,REP,Jon Bruning,118,SW
Kearney,0004,Secretary of State,3,REP,John A. Gale,114,SW
Kearney,0005,Secretary of State,3,DEM,Janet Stewart,21,SW
Kearney,0005,State Treasurer,3,REP,Don Stenberg,112,SW
Kearney,0005,Governor,3,REP,"Dave Heineman, Governor",113,SW
Kearney,0005,Representative,3,ZZZ,Dan Hill,13,FED
Kearney,0005,Representative,3,REP,Adrian Smith,96,FED
Kearney,0005,Representative,3,DEM,Rebekah Davis,27,FED
Kearney,0005,Governor,3,DEM,"Mike Meister, Governor",23,SW
Kearney,0005,Auditor,3,REP,Mike Foley,102,SW
Kearney,0005,Auditor,3,LIB,Michele Sallach-Grace,24,SW
Kearney,0005,State Treasurer,3,DEM,Mark Stoj,25,SW
Kearney,0005,Attorney General,3,REP,Jon Bruning,119,SW
Kearney,0005,Secretary of State,3,REP,John A. Gale,111,SW
Kearney,0006,Secretary of State,3,DEM,Janet Stewart,11,SW
Kearney,0006,State Treasurer,3,REP,Don Stenberg,38,SW
Kearney,0006,Governor,3,REP,"Dave Heineman, Governor",40,SW
Kearney,0006,Representative,3,ZZZ,Dan Hill,3,FED
Kearney,0006,Representative,3,REP,Adrian Smith,32,FED
Kearney,0006,Representative,3,DEM,Rebekah Davis,12,FED
Kearney,0006,Governor,3,DEM,"Mike Meister, Governor",7,SW
Kearney,0006,Auditor,3,REP,Mike Foley,32,SW
Kearney,0006,Auditor,3,LIB,Michele Sallach-Grace,11,SW
Kearney,0006,State Treasurer,3,DEM,Mark Stoj,7,SW
Kearney,0006,Attorney General,3,REP,Jon Bruning,39,SW
Kearney,0006,Secretary of State,3,REP,John A. Gale,35,SW
Kearney,0007,Secretary of State,3,DEM,Janet Stewart,58,SW
Kearney,0007,State Treasurer,3,REP,Don Stenberg,260,SW
Kearney,0007,Governor,3,REP,"Dave Heineman, Governor",257,SW
Kearney,0007,Representative,3,ZZZ,Dan Hill,34,FED
Kearney,0007,Representative,3,REP,Adrian Smith,225,FED
Kearney,0007,Representative,3,DEM,Rebekah Davis,43,FED
Kearney,0007,Governor,3,DEM,"Mike Meister, Governor",44,SW
Kearney,0007,Auditor,3,REP,Mike Foley,234,SW
Kearney,0007,Auditor,3,LIB,Michele Sallach-Grace,42,SW
Kearney,0007,State Treasurer,3,DEM,Mark Stoj,38,SW
Kearney,0007,Attorney General,3,REP,Jon Bruning,279,SW
Kearney,0007,Secretary of State,3,REP,John A. Gale,235,SW
Kearney,0008,Secretary of State,3,DEM,Janet Stewart,35,SW
Kearney,0008,State Treasurer,3,REP,Don Stenberg,129,SW
Kearney,0008,Governor,3,REP,"Dave Heineman, Governor",133,SW
Kearney,0008,Representative,3,ZZZ,Dan Hill,18,FED
Kearney,0008,Representative,3,REP,Adrian Smith,112,FED
Kearney,0008,Representative,3,DEM,Rebekah Davis,25,FED
Kearney,0008,Governor,3,DEM,"Mike Meister, Governor",22,SW
Kearney,0008,Auditor,3,REP,Mike Foley,121,SW
Kearney,0008,Auditor,3,LIB,Michele Sallach-Grace,24,SW
Kearney,0008,State Treasurer,3,DEM,Mark Stoj,22,SW
Kearney,0008,Attorney General,3,REP,Jon Bruning,136,SW
Kearney,0008,Secretary of State,3,REP,John A. Gale,116,SW
Kearney,0009,Secretary of State,3,DEM,Janet Stewart,12,SW
Kearney,0009,State Treasurer,3,REP,Don Stenberg,38,SW
Kearney,0009,Governor,3,REP,"Dave Heineman, Governor",38,SW
Kearney,0009,Representative,3,ZZZ,Dan Hill,6,FED
Kearney,0009,Representative,3,REP,Adrian Smith,31,FED
Kearney,0009,Representative,3,DEM,Rebekah Davis,15,FED
Kearney,0009,Governor,3,DEM,"Mike Meister, Governor",15,SW
Kearney,0009,Auditor,3,REP,Mike Foley,38,SW
Kearney,0009,Auditor,3,LIB,Michele Sallach-Grace,2,SW
Kearney,0009,State Treasurer,3,DEM,Mark Stoj,15,SW
Kearney,0009,Attorney General,3,REP,Jon Bruning,44,SW
Kearney,0009,Secretary of State,3,REP,John A. Gale,37,SW
Kearney,0010,Secretary of State,3,DEM,Janet Stewart,42,SW
Kearney,0010,State Treasurer,3,REP,Don Stenberg,152,SW
Kearney,0010,Governor,3,REP,"Dave Heineman, Governor",156,SW
Kearney,0010,Representative,3,ZZZ,Dan Hill,26,FED
Kearney,0010,Representative,3,REP,Adrian Smith,135,FED
Kearney,0010,Representative,3,DEM,Rebekah Davis,38,FED
Kearney,0010,Governor,3,DEM,"Mike Meister, Governor",42,SW
Kearney,0010,Auditor,3,REP,Mike Foley,159,SW
Kearney,0010,Auditor,3,LIB,Michele Sallach-Grace,19,SW
Kearney,0010,State Treasurer,3,DEM,Mark Stoj,37,SW
Kearney,0010,Attorney General,3,REP,Jon Bruning,179,SW
Kearney,0010,Secretary of State,3,REP,John A. Gale,147,SW
Kearney,0011,Secretary of State,3,DEM,Janet Stewart,55,SW
Kearney,0011,State Treasurer,3,REP,Don Stenberg,271,SW
Kearney,0011,Governor,3,REP,"Dave Heineman, Governor",259,SW
Kearney,0011,Representative,3,ZZZ,Dan Hill,38,FED
Kearney,0011,Representative,3,REP,Adrian Smith,221,FED
Kearney,0011,Representative,3,DEM,Rebekah Davis,56,FED
Kearney,0011,Governor,3,DEM,"Mike Meister, Governor",56,SW
Kearney,0011,Auditor,3,REP,Mike Foley,244,SW
Kearney,0011,Auditor,3,LIB,Michele Sallach-Grace,34,SW
Kearney,0011,State Treasurer,3,DEM,Mark Stoj,42,SW
Kearney,0011,Attorney General,3,REP,Jon Bruning,279,SW
Kearney,0011,Secretary of State,3,REP,John A. Gale,247,SW
Kearney,0012,Secretary of State,3,DEM,Janet Stewart,58,SW
Kearney,0012,State Treasurer,3,REP,Don Stenberg,198,SW
Kearney,0012,Governor,3,REP,"Dave Heineman, Governor",207,SW
Kearney,0012,Representative,3,ZZZ,Dan Hill,35,FED
Kearney,0012,Representative,3,REP,Adrian Smith,166,FED
Kearney,0012,Representative,3,DEM,Rebekah Davis,62,FED
Kearney,0012,Governor,3,DEM,"Mike Meister, Governor",57,SW
Kearney,0012,Auditor,3,REP,Mike Foley,190,SW
Kearney,0012,Auditor,3,LIB,Michele Sallach-Grace,46,SW
Kearney,0012,State Treasurer,3,DEM,Mark Stoj,59,SW
Kearney,0012,Attorney General,3,REP,Jon Bruning,233,SW
Kearney,0012,Secretary of State,3,REP,John A. Gale,196,SW
Kearney,0013,Representative,3,REP,Adrian Smith,117,FED
Kearney,0013,Representative,3,DEM,Rebekah Davis,28,FED
Kearney,0013,Representative,3,ZZZ,Dan Hill,11,FED
Kearney,0013,Governor,3,REP,"Dave Heineman, Governor",127,SW
Kearney,0013,Governor,3,DEM,"Mike Meister, Governor",29,SW
Kearney,0013,Secretary of State,3,REP,John A. Gale,121,SW
Kearney,0013,Secretary of State,3,DEM,Janet Stewart,32,SW
Kearney,0013,State Treasurer,3,REP,Don Stenberg,124,SW
Kearney,0013,State Treasurer,3,DEM,Mark Stoj,31,SW
Kearney,0013,Attorney General,3,REP,Jon Bruning,138,SW
Kearney,0013,Auditor,3,REP,Mike Foley,127,SW
Kearney,0013,Auditor,3,LIB,Michele Sallach-Grace,9,SW
Keith,0004,Secretary of State,3,REP,John A. Gale,277,SW
Keith,0005,Secretary of State,3,DEM,Janet Stewart,67,SW
Keith,0005,State Treasurer,3,REP,Don Stenberg,406,SW
Keith,0005,Governor,3,REP,"Dave Heineman, Governor",400,SW
Keith,0005,Representative,3,ZZZ,Dan Hill,34,FED
Keith,0005,Representative,3,DEM,Rebekah Davis,73,FED
Keith,0005,Representative,3,REP,Adrian Smith,366,FED
Keith,0005,Governor,3,DEM,"Mike Meister, Governor",77,SW
Keith,0005,Auditor,3,REP,Mike Foley,391,SW
Keith,0005,Auditor,3,LIB,Michele Sallach-Grace,37,SW
Keith,0005,State Treasurer,3,DEM,Mark Stoj,54,SW
Keith,0005,Attorney General,3,REP,Jon Bruning,436,SW
Keith,0005,Secretary of State,3,REP,John A. Gale,391,SW
Keith,0006,Secretary of State,3,DEM,Janet Stewart,32,SW
Keith,0006,State Treasurer,3,REP,Don Stenberg,240,SW
Keith,0006,Governor,3,REP,"Dave Heineman, Governor",238,SW
Keith,0006,Representative,3,ZZZ,Dan Hill,12,FED
Keith,0006,Representative,3,DEM,Rebekah Davis,31,FED
Keith,0006,Representative,3,REP,Adrian Smith,225,FED
Keith,0006,Governor,3,DEM,"Mike Meister, Governor",29,SW
Keith,0006,Auditor,3,REP,Mike Foley,219,SW
Keith,0006,Auditor,3,LIB,Michele Sallach-Grace,29,SW
Keith,0006,State Treasurer,3,DEM,Mark Stoj,21,SW
Keith,0006,Attorney General,3,REP,Jon Bruning,252,SW
Keith,0006,Secretary of State,3,REP,John A. Gale,232,SW
Keith,0007,Secretary of State,3,DEM,Janet Stewart,18,SW
Keith,0007,State Treasurer,3,REP,Don Stenberg,98,SW
Keith,0007,Governor,3,REP,"Dave Heineman, Governor",94,SW
Keith,0007,Representative,3,ZZZ,Dan Hill,4,FED
Keith,0007,Representative,3,DEM,Rebekah Davis,12,FED
Keith,0007,Representative,3,REP,Adrian Smith,88,FED
Keith,0007,Governor,3,DEM,"Mike Meister, Governor",13,SW
Keith,0007,Auditor,3,REP,Mike Foley,87,SW
Keith,0007,Auditor,3,LIB,Michele Sallach-Grace,8,SW
Keith,0007,State Treasurer,3,DEM,Mark Stoj,9,SW
Keith,0007,Attorney General,3,REP,Jon Bruning,98,SW
Keith,0007,Secretary of State,3,REP,John A. Gale,89,SW
Keith,0008,Secretary of State,3,DEM,Janet Stewart,38,SW
Keith,0008,State Treasurer,3,REP,Don Stenberg,98,SW
Keith,0008,Governor,3,REP,"Dave Heineman, Governor",103,SW
Keith,0008,Representative,3,ZZZ,Dan Hill,5,FED
Keith,0008,Representative,3,DEM,Rebekah Davis,32,FED
Keith,0008,Representative,3,REP,Adrian Smith,104,FED
Keith,0008,Governor,3,DEM,"Mike Meister, Governor",35,SW
Keith,0008,Auditor,3,REP,Mike Foley,94,SW
Keith,0008,Auditor,3,LIB,Michele Sallach-Grace,31,SW
Keith,0008,State Treasurer,3,DEM,Mark Stoj,37,SW
Keith,0001,Secretary of State,3,DEM,Janet Stewart,38,SW
Keith,0001,State Treasurer,3,REP,Don Stenberg,173,SW
Keith,0001,Governor,3,REP,"Dave Heineman, Governor",170,SW
Keith,0001,Representative,3,ZZZ,Dan Hill,17,FED
Keith,0001,Representative,3,DEM,Rebekah Davis,41,FED
Keith,0001,Representative,3,REP,Adrian Smith,159,FED
Keith,0001,Governor,3,DEM,"Mike Meister, Governor",41,SW
Keith,0001,Auditor,3,REP,Mike Foley,176,SW
Keith,0001,Auditor,3,LIB,Michele Sallach-Grace,31,SW
Keith,0001,State Treasurer,3,DEM,Mark Stoj,38,SW
Keith,0001,Attorney General,3,REP,Jon Bruning,199,SW
Keith,0001,Secretary of State,3,REP,John A. Gale,178,SW
Keith,0002,Secretary of State,3,DEM,Janet Stewart,57,SW
Keith,0002,State Treasurer,3,REP,Don Stenberg,242,SW
Keith,0002,Governor,3,REP,"Dave Heineman, Governor",246,SW
Keith,0002,Representative,3,ZZZ,Dan Hill,20,FED
Keith,0002,Representative,3,DEM,Rebekah Davis,55,FED
Keith,0002,Representative,3,REP,Adrian Smith,227,FED
Keith,0002,Governor,3,DEM,"Mike Meister, Governor",54,SW
Keith,0002,Auditor,3,REP,Mike Foley,226,SW
Keith,0002,Auditor,3,LIB,Michele Sallach-Grace,45,SW
Keith,0002,State Treasurer,3,DEM,Mark Stoj,50,SW
Keith,0002,Attorney General,3,REP,Jon Bruning,261,SW
Keith,0002,Secretary of State,3,REP,John A. Gale,235,SW
Keith,0003,Secretary of State,3,DEM,Janet Stewart,53,SW
Keith,0003,State Treasurer,3,REP,Don Stenberg,198,SW
Keith,0003,Governor,3,REP,"Dave Heineman, Governor",199,SW
Keith,0003,Representative,3,ZZZ,Dan Hill,23,FED
Keith,0003,Representative,3,DEM,Rebekah Davis,51,FED
Keith,0003,Representative,3,REP,Adrian Smith,175,FED
Keith,0003,Governor,3,DEM,"Mike Meister, Governor",53,SW
Keith,0003,Auditor,3,REP,Mike Foley,178,SW
Keith,0003,Auditor,3,LIB,Michele Sallach-Grace,41,SW
Keith,0003,State Treasurer,3,DEM,Mark Stoj,39,SW
Keith,0003,Attorney General,3,REP,Jon Bruning,220,SW
Keith,0003,Secretary of State,3,REP,John A. Gale,186,SW
Keith,0004,Secretary of State,3,DEM,Janet Stewart,50,SW
Keith,0004,State Treasurer,3,REP,Don Stenberg,286,SW
Keith,0004,Governor,3,REP,"Dave Heineman, Governor",275,SW
Keith,0004,Representative,3,ZZZ,Dan Hill,37,FED
Keith,0004,Representative,3,DEM,Rebekah Davis,40,FED
Keith,0004,Representative,3,REP,Adrian Smith,263,FED
Keith,0004,Governor,3,DEM,"Mike Meister, Governor",67,SW
Keith,0004,Auditor,3,REP,Mike Foley,252,SW
Keith,0004,Auditor,3,LIB,Michele Sallach-Grace,52,SW
Keith,0004,State Treasurer,3,DEM,Mark Stoj,41,SW
Keith,0004,Attorney General,3,REP,Jon Bruning,303,SW
Keith,0008,Attorney General,3,REP,Jon Bruning,116,SW
Keith,0008,Secretary of State,3,REP,John A. Gale,98,SW
Keith,0009,Secretary of State,3,DEM,Janet Stewart,51,SW
Keith,0009,State Treasurer,3,REP,Don Stenberg,322,SW
Keith,0009,Governor,3,REP,"Dave Heineman, Governor",330,SW
Keith,0009,Representative,3,ZZZ,Dan Hill,69,FED
Keith,0009,Representative,3,DEM,Rebekah Davis,32,FED
Keith,0009,Representative,3,REP,Adrian Smith,275,FED
Keith,0009,Governor,3,DEM,"Mike Meister, Governor",42,SW
Keith,0009,Auditor,3,REP,Mike Foley,288,SW
Keith,0009,Auditor,3,LIB,Michele Sallach-Grace,36,SW
Keith,0009,State Treasurer,3,DEM,Mark Stoj,41,SW
Keith,0009,Attorney General,3,REP,Jon Bruning,331,SW
Keith,0009,Secretary of State,3,REP,John A. Gale,306,SW
Keith,0010,Secretary of State,3,DEM,Janet Stewart,48,SW
Keith,0010,State Treasurer,3,REP,Don Stenberg,281,SW
Keith,0010,Governor,3,REP,"Dave Heineman, Governor",290,SW
Keith,0010,Representative,3,ZZZ,Dan Hill,24,FED
Keith,0010,Representative,3,DEM,Rebekah Davis,50,FED
Keith,0010,Representative,3,REP,Adrian Smith,262,FED
Keith,0010,Governor,3,DEM,"Mike Meister, Governor",48,SW
Keith,0010,Auditor,3,REP,Mike Foley,264,SW
Keith,0010,Auditor,3,LIB,Michele Sallach-Grace,43,SW
Keith,0010,State Treasurer,3,DEM,Mark Stoj,46,SW
Keith,0010,Attorney General,3,REP,Jon Bruning,295,SW
Keith,0010,Secretary of State,3,REP,John A. Gale,277,SW
Keith,0011,Secretary of State,3,DEM,Janet Stewart,28,SW
Keith,0011,State Treasurer,3,REP,Don Stenberg,95,SW
Keith,0011,Governor,3,REP,"Dave Heineman, Governor",98,SW
Keith,0011,Representative,3,ZZZ,Dan Hill,12,FED
Keith,0011,Representative,3,DEM,Rebekah Davis,21,FED
Keith,0011,Representative,3,REP,Adrian Smith,91,FED
Keith,0011,Governor,3,DEM,"Mike Meister, Governor",26,SW
Keith,0011,Auditor,3,REP,Mike Foley,91,SW
Keith,0011,Auditor,3,LIB,Michele Sallach-Grace,19,SW
Keith,0011,State Treasurer,3,DEM,Mark Stoj,24,SW
Keith,0011,Attorney General,3,REP,Jon Bruning,109,SW
Keith,0011,Secretary of State,3,REP,John A. Gale,92,SW
Keith,0012,Representative,3,REP,Adrian Smith,392,FED
Keith,0012,Representative,3,DEM,Rebekah Davis,75,FED
Keith,0012,Representative,3,ZZZ,Dan Hill,36,FED
Keith,0012,Governor,3,REP,"Dave Heineman, Governor",422,SW
Keith,0012,Governor,3,DEM,"Mike Meister, Governor",80,SW
Keith,0012,Secretary of State,3,REP,John A. Gale,396,SW
Keith,0012,Secretary of State,3,DEM,Janet Stewart,90,SW
Keith,0012,State Treasurer,3,REP,Don Stenberg,405,SW
Keith,0012,State Treasurer,3,DEM,Mark Stoj,70,SW
Keith,0012,Attorney General,3,REP,Jon Bruning,432,SW
Keith,0012,Auditor,3,REP,Mike Foley,379,SW
Keith,0012,Auditor,3,LIB,Michele Sallach-Grace,73,SW
Keith,0012,Representative,3,REP,Adrian Smith,NA,FED
Keith,0012,Representative,3,ZZZ,Dan Hill,NA,FED
Keith,0012,Governor,3,REP,"Dave Heineman, Governor",NA,SW
Keith,0012,State Treasurer,3,REP,Don Stenberg,NA,SW
Keith,0012,Secretary of State,3,DEM,Janet Stewart,NA,SW
Keith,0012,Secretary of State,3,REP,John A. Gale,NA,SW
Keith,0012,Attorney General,3,REP,Jon Bruning,NA,SW
Keith,0012,State Treasurer,3,DEM,Mark Stoj,NA,SW
Keith,0012,Auditor,3,LIB,Michele Sallach-Grace,NA,SW
Keith,0012,Auditor,3,REP,Mike Foley,NA,SW
Keith,0012,Governor,3,DEM,"Mike Meister, Governor",NA,SW
Keith,0012,Representative,3,DEM,Rebekah Davis,NA,FED
Keya Paha,0001,Secretary of State,3,DEM,Janet Stewart,9,SW
Keya Paha,0001,State Treasurer,3,REP,Don Stenberg,42,SW
Keya Paha,0001,Governor,3,REP,"Dave Heineman, Governor",46,SW
Keya Paha,0001,Representative,3,ZZZ,Dan Hill,5,FED
Keya Paha,0001,Representative,3,DEM,Rebekah Davis,11,FED
Keya Paha,0001,Representative,3,REP,Adrian Smith,40,FED
Keya Paha,0001,Governor,3,DEM,"Mike Meister, Governor",8,SW
Keya Paha,0001,Auditor,3,REP,Mike Foley,39,SW
Keya Paha,0001,Auditor,3,LIB,Michele Sallach-Grace,8,SW
Keya Paha,0001,State Treasurer,3,DEM,Mark Stoj,10,SW
Keya Paha,0001,Attorney General,3,REP,Jon Bruning,41,SW
Keya Paha,0001,Secretary of State,3,REP,John A. Gale,46,SW
Keya Paha,0002,Secretary of State,3,DEM,Janet Stewart,9,SW
Keya Paha,0002,State Treasurer,3,REP,Don Stenberg,74,SW
Keya Paha,0002,Governor,3,REP,"Dave Heineman, Governor",78,SW
Keya Paha,0002,Representative,3,ZZZ,Dan Hill,11,FED
Keya Paha,0002,Representative,3,DEM,Rebekah Davis,7,FED
Keya Paha,0002,Representative,3,REP,Adrian Smith,68,FED
Keya Paha,0002,Governor,3,DEM,"Mike Meister, Governor",6,SW
Keya Paha,0002,Auditor,3,REP,Mike Foley,74,SW
Keya Paha,0002,Auditor,3,LIB,Michele Sallach-Grace,6,SW
Keya Paha,0002,State Treasurer,3,DEM,Mark Stoj,8,SW
Keya Paha,0002,Attorney General,3,REP,Jon Bruning,79,SW
Keya Paha,0002,Secretary of State,3,REP,John A. Gale,72,SW
Keya Paha,0003,Secretary of State,3,DEM,Janet Stewart,17,SW
Keya Paha,0003,State Treasurer,3,REP,Don Stenberg,101,SW
Keya Paha,0003,Governor,3,REP,"Dave Heineman, Governor",105,SW
Keya Paha,0003,Representative,3,ZZZ,Dan Hill,4,FED
Keya Paha,0003,Representative,3,DEM,Rebekah Davis,13,FED
Keya Paha,0003,Representative,3,REP,Adrian Smith,108,FED
Keya Paha,0003,Governor,3,DEM,"Mike Meister, Governor",21,SW
Keya Paha,0003,Auditor,3,REP,Mike Foley,93,SW
Keya Paha,0003,Auditor,3,LIB,Michele Sallach-Grace,11,SW
Keya Paha,0003,State Treasurer,3,DEM,Mark Stoj,15,SW
Keya Paha,0003,Attorney General,3,REP,Jon Bruning,108,SW
Keya Paha,0003,Secretary of State,3,REP,John A. Gale,104,SW
Keya Paha,0004,Secretary of State,3,DEM,Janet Stewart,16,SW
Keya Paha,0004,State Treasurer,3,REP,Don Stenberg,87,SW
Keya Paha,0004,Governor,3,REP,"Dave Heineman, Governor",98,SW
Keya Paha,0004,Representative,3,ZZZ,Dan Hill,8,FED
Keya Paha,0004,Representative,3,DEM,Rebekah Davis,6,FED
Keya Paha,0004,Representative,3,REP,Adrian Smith,93,FED
Keya Paha,0004,Governor,3,DEM,"Mike Meister, Governor",11,SW
Keya Paha,0004,Auditor,3,REP,Mike Foley,81,SW
Keya Paha,0004,Auditor,3,LIB,Michele Sallach-Grace,9,SW
Keya Paha,0004,State Treasurer,3,DEM,Mark Stoj,12,SW
Keya Paha,0004,Attorney General,3,REP,Jon Bruning,88,SW
Keya Paha,0004,Secretary of State,3,REP,John A. Gale,88,SW
Kimball,11,Secretary of State,3,REP,John A. Gale,374,SW
Kimball,11,Attorney General,3,REP,Jon Bruning,426,SW
Kimball,11,State Treasurer,3,DEM,Mark Stoj,81,SW
Kimball,11,Auditor,3,LIB,Michele Sallach-Grace,89,SW
Kimball,11,Auditor,3,REP,Mike Foley,359,SW
Kimball,11,Governor,3,DEM,"Mike Meister, Governor",127,SW
Kimball,11,Representative,3,REP,Adrian Smith,384,FED
Kimball,11,Representative,3,DEM,Rebekah Davis,78,FED
Kimball,11,Representative,3,ZZZ,Dan Hill,36,FED
Kimball,11,Governor,3,REP,"Dave Heineman, Governor",364,SW
Kimball,11,State Treasurer,3,REP,Don Stenberg,394,SW
Kimball,11,Secretary of State,3,DEM,Janet Stewart,103,SW
Kimball,22,Secretary of State,3,REP,John A. Gale,255,SW
Kimball,22,Attorney General,3,REP,Jon Bruning,281,SW
Kimball,22,State Treasurer,3,DEM,Mark Stoj,51,SW
Kimball,22,Auditor,3,LIB,Michele Sallach-Grace,38,SW
Kimball,22,Auditor,3,REP,Mike Foley,250,SW
Kimball,22,Governor,3,DEM,"Mike Meister, Governor",74,SW
Kimball,22,Representative,3,REP,Adrian Smith,251,FED
Kimball,22,Representative,3,DEM,Rebekah Davis,51,FED
Kimball,22,Representative,3,ZZZ,Dan Hill,23,FED
Kimball,22,Governor,3,REP,"Dave Heineman, Governor",249,SW
Kimball,22,State Treasurer,3,REP,Don Stenberg,261,SW
