county,precinct,office,district,party,candidate,election_day,votes,early_votes
Douglas,03-02,U.S. House,2,R,Don Bacon,167,232,65
Douglas,03-03,U.S. House,2,R,Don Bacon,201,264,63
Douglas,03-04,U.S. House,2,R,Don Bacon,252,346,94
Douglas,03-05,U.S. House,2,R,Don Bacon,186,245,59
Douglas,03-06,U.S. House,2,R,Don Bacon,164,211,47
Douglas,03-07,U.S. House,2,R,Don Bacon,222,309,87
Douglas,03-08,U.S. House,2,R,Don Bacon,251,346,95
Douglas,03-09,U.S. House,2,R,Don Bacon,328,442,114
Douglas,03-10,U.S. House,2,R,Don Bacon,157,222,65
Douglas,03-11,U.S. House,2,R,Don Bacon,205,255,50
Douglas,03-12,U.S. House,2,R,Don Bacon,257,343,86
Douglas,03-13,U.S. House,2,R,Don Bacon,238,311,73
Douglas,03-14,U.S. House,2,R,Don Bacon,339,455,116
Douglas,03-15,U.S. House,2,R,Don Bacon,346,499,153
Douglas,03-16,U.S. House,2,R,Don Bacon,421,580,159
Douglas,03-17,U.S. House,2,R,Don Bacon,339,443,104
Douglas,03-18,U.S. House,2,R,Don Bacon,162,194,32
Douglas,03-19,U.S. House,2,R,Don Bacon,216,290,74
Douglas,03-20,U.S. House,2,R,Don Bacon,326,437,111
Douglas,03-21,U.S. House,2,R,Don Bacon,248,347,99
Douglas,04-01,U.S. House,2,R,Don Bacon,161,197,36
Douglas,04-02,U.S. House,2,R,Don Bacon,201,284,83
Douglas,04-03,U.S. House,2,R,Don Bacon,131,176,45
Douglas,04-04,U.S. House,2,R,Don Bacon,284,360,76
Douglas,04-05,U.S. House,2,R,Don Bacon,449,592,143
Douglas,04-06,U.S. House,2,R,Don Bacon,251,328,77
Douglas,04-07,U.S. House,2,R,Don Bacon,204,281,77
Douglas,04-08,U.S. House,2,R,Don Bacon,307,409,102
Douglas,04-09,U.S. House,2,R,Don Bacon,92,137,45
Douglas,04-10,U.S. House,2,R,Don Bacon,132,188,56
Douglas,04-11,U.S. House,2,R,Don Bacon,321,412,91
Douglas,04-12,U.S. House,2,R,Don Bacon,360,478,118
Douglas,04-13,U.S. House,2,R,Don Bacon,279,369,90
Douglas,04-14,U.S. House,2,R,Don Bacon,87,121,34
Douglas,04-15,U.S. House,2,R,Don Bacon,213,263,50
Douglas,04-16,U.S. House,2,R,Don Bacon,282,375,93
Douglas,04-17,U.S. House,2,R,Don Bacon,176,238,62
Douglas,04-18,U.S. House,2,R,Don Bacon,120,151,31
Douglas,05-01,U.S. House,2,R,Don Bacon,412,562,150
Douglas,05-02,U.S. House,2,R,Don Bacon,406,595,189
Douglas,05-03,U.S. House,2,R,Don Bacon,490,659,169
Douglas,05-04,U.S. House,2,R,Don Bacon,319,416,97
Douglas,05-05,U.S. House,2,R,Don Bacon,296,395,99
Douglas,05-06,U.S. House,2,R,Don Bacon,311,431,120
Douglas,05-07,U.S. House,2,R,Don Bacon,535,689,154
Douglas,05-08,U.S. House,2,R,Don Bacon,353,449,96
Douglas,05-09,U.S. House,2,R,Don Bacon,501,711,210
Douglas,05-10,U.S. House,2,R,Don Bacon,404,552,148
Douglas,05-11,U.S. House,2,R,Don Bacon,514,690,176
Douglas,05-12,U.S. House,2,R,Don Bacon,467,624,157
Douglas,05-13,U.S. House,2,R,Don Bacon,676,985,309
Douglas,05-14,U.S. House,2,R,Don Bacon,545,764,219
Douglas,05-15,U.S. House,2,R,Don Bacon,497,733,236
Douglas,05-16,U.S. House,2,R,Don Bacon,489,692,203
Douglas,05-17,U.S. House,2,R,Don Bacon,424,624,200
Douglas,05-18,U.S. House,2,R,Don Bacon,564,741,177
Douglas,05-19,U.S. House,2,R,Don Bacon,386,553,167
Douglas,05-20,U.S. House,2,R,Don Bacon,538,804,266
Douglas,05-21,U.S. House,2,R,Don Bacon,478,661,183
Douglas,05-22,U.S. House,2,R,Don Bacon,639,836,197
Douglas,05-23,U.S. House,2,R,Don Bacon,407,559,152
Douglas,05-24,U.S. House,2,R,Don Bacon,452,581,129
Douglas,05-25,U.S. House,2,R,Don Bacon,475,707,232
Douglas,05-26,U.S. House,2,R,Don Bacon,332,437,105
Douglas,05-27,U.S. House,2,R,Don Bacon,367,517,150
Douglas,05-28,U.S. House,2,R,Don Bacon,420,555,135
Douglas,05-29,U.S. House,2,R,Don Bacon,324,454,130
Douglas,05-30,U.S. House,2,R,Don Bacon,651,970,319
Douglas,05-31,U.S. House,2,R,Don Bacon,333,535,202
Douglas,05-32,U.S. House,2,R,Don Bacon,101,170,69
Douglas,05-33,U.S. House,2,R,Don Bacon,137,172,35
Douglas,06-01,U.S. House,2,R,Don Bacon,328,483,155
Douglas,06-02,U.S. House,2,R,Don Bacon,351,597,246
Douglas,06-03,U.S. House,2,R,Don Bacon,376,578,202
Douglas,06-04,U.S. House,2,R,Don Bacon,437,616,179
Douglas,06-05,U.S. House,2,R,Don Bacon,223,322,99
Douglas,06-06,U.S. House,2,R,Don Bacon,354,436,82
Douglas,06-07,U.S. House,2,R,Don Bacon,336,469,133
Douglas,06-08,U.S. House,2,R,Don Bacon,441,682,241
Douglas,06-09,U.S. House,2,R,Don Bacon,358,634,276
Douglas,06-10,U.S. House,2,R,Don Bacon,527,721,194
Douglas,06-11,U.S. House,2,R,Don Bacon,572,742,170
Douglas,06-12,U.S. House,2,R,Don Bacon,391,488,97
Douglas,06-13,U.S. House,2,R,Don Bacon,577,769,192
Douglas,06-14,U.S. House,2,R,Don Bacon,569,767,198
Douglas,06-15,U.S. House,2,R,Don Bacon,500,688,188
Douglas,06-16,U.S. House,2,R,Don Bacon,489,779,290
Douglas,06-17,U.S. House,2,R,Don Bacon,469,637,168
Douglas,06-18,U.S. House,2,R,Don Bacon,106,168,62
Douglas,06-19,U.S. House,2,R,Don Bacon,553,814,261
Douglas,06-20,U.S. House,2,R,Don Bacon,555,739,184
Douglas,06-21,U.S. House,2,R,Don Bacon,544,843,299
Douglas,06-22,U.S. House,2,R,Don Bacon,435,727,292
Douglas,06-23,U.S. House,2,R,Don Bacon,503,619,116
Douglas,06-24,U.S. House,2,R,Don Bacon,579,755,176
Douglas,06-25,U.S. House,2,R,Don Bacon,318,501,183
Douglas,06-26,U.S. House,2,R,Don Bacon,294,514,220
Douglas,06-27,U.S. House,2,R,Don Bacon,347,496,149
Douglas,06-28,U.S. House,2,R,Don Bacon,488,688,200
Douglas,06-29,U.S. House,2,R,Don Bacon,474,658,184
Douglas,06-30,U.S. House,2,R,Don Bacon,233,438,205
Douglas,07-01,U.S. House,2,R,Don Bacon,347,463,116
Douglas,07-02,U.S. House,2,R,Don Bacon,415,642,227
Douglas,07-03,U.S. House,2,R,Don Bacon,412,538,126
Douglas,07-04,U.S. House,2,R,Don Bacon,482,617,135
Douglas,07-05,U.S. House,2,R,Don Bacon,424,555,131
Douglas,07-06,U.S. House,2,R,Don Bacon,361,507,146
Douglas,07-07,U.S. House,2,R,Don Bacon,387,492,105
Douglas,07-08,U.S. House,2,R,Don Bacon,379,475,96
Douglas,07-09,U.S. House,2,R,Don Bacon,387,542,155
Douglas,07-10,U.S. House,2,R,Don Bacon,456,627,171
Douglas,07-11,U.S. House,2,R,Don Bacon,417,534,117
Douglas,07-12,U.S. House,2,R,Don Bacon,419,595,176
Douglas,07-13,U.S. House,2,R,Don Bacon,597,798,201
Douglas,07-14,U.S. House,2,R,Don Bacon,312,424,112
Douglas,07-15,U.S. House,2,R,Don Bacon,294,414,120
Douglas,07-16,U.S. House,2,R,Don Bacon,416,559,143
Douglas,07-17,U.S. House,2,R,Don Bacon,509,736,227
Douglas,07-18,U.S. House,2,R,Don Bacon,357,508,151
Douglas,07-19,U.S. House,2,R,Don Bacon,348,513,165
Douglas,07-20,U.S. House,2,R,Don Bacon,446,750,304
Douglas,07-21,U.S. House,2,R,Don Bacon,566,898,332
Douglas,07-22,U.S. House,2,R,Don Bacon,637,940,303
Douglas,07-23,U.S. House,2,R,Don Bacon,341,444,103
Douglas,07-24,U.S. House,2,R,Don Bacon,399,509,110
Douglas,07-25,U.S. House,2,R,Don Bacon,402,584,182
Douglas,07-26,U.S. House,2,R,Don Bacon,325,457,132
Douglas,07-27,U.S. House,2,R,Don Bacon,521,691,170
Douglas,07-28,U.S. House,2,R,Don Bacon,289,391,102
Douglas,07-29,U.S. House,2,R,Don Bacon,427,573,146
Douglas,07-30,U.S. House,2,R,Don Bacon,444,623,179
Douglas,07-31,U.S. House,2,R,Don Bacon,440,626,186
Douglas,07-32,U.S. House,2,R,Don Bacon,495,701,206
Douglas,07-33,U.S. House,2,R,Don Bacon,372,504,132
Douglas,07-34,U.S. House,2,R,Don Bacon,380,655,275
Douglas,08-01,U.S. House,2,R,Don Bacon,211,283,72
Douglas,08-02,U.S. House,2,R,Don Bacon,135,178,43
Douglas,08-03,U.S. House,2,R,Don Bacon,160,194,34
Douglas,08-04,U.S. House,2,R,Don Bacon,264,327,63
Douglas,08-05,U.S. House,2,R,Don Bacon,185,223,38
Douglas,08-06,U.S. House,2,R,Don Bacon,177,224,47
Douglas,08-07,U.S. House,2,R,Don Bacon,302,378,76
Douglas,08-08,U.S. House,2,R,Don Bacon,146,231,85
Douglas,08-09,U.S. House,2,R,Don Bacon,241,390,149
Douglas,08-10,U.S. House,2,R,Don Bacon,288,413,125
Douglas,08-11,U.S. House,2,R,Don Bacon,486,657,171
Douglas,08-12,U.S. House,2,R,Don Bacon,484,654,170
Douglas,08-13,U.S. House,2,R,Don Bacon,948,1358,410
Douglas,08-14,U.S. House,2,R,Don Bacon,426,553,127
Douglas,08-15,U.S. House,2,R,Don Bacon,429,719,290
Douglas,08-16,U.S. House,2,R,Don Bacon,843,1213,370
Douglas,08-17,U.S. House,2,R,Don Bacon,480,656,176
Douglas,08-18,U.S. House,2,R,Don Bacon,200,274,74
Douglas,08-19,U.S. House,2,R,Don Bacon,564,776,212
Douglas,08-20,U.S. House,2,R,Don Bacon,489,625,136
Douglas,08-23,U.S. House,2,R,Don Bacon,312,430,118
Douglas,08-24,U.S. House,2,R,Don Bacon,373,617,244
Douglas,08-27,U.S. House,2,R,Don Bacon,55,58,3
Douglas,08-31,U.S. House,2,R,Don Bacon,334,459,125
Douglas,08-35,U.S. House,2,R,Don Bacon,223,276,53
Douglas,08-36,U.S. House,2,R,Don Bacon,436,609,173
Douglas,08-37,U.S. House,2,R,Don Bacon,463,689,226
Douglas,08-39,U.S. House,2,R,Don Bacon,648,932,284
Douglas,08-40,U.S. House,2,R,Don Bacon,668,928,260
Douglas,08-41,U.S. House,2,R,Don Bacon,494,717,223
Douglas,08-42,U.S. House,2,R,Don Bacon,703,1131,428
Douglas,08-43,U.S. House,2,R,Don Bacon,551,831,280
Douglas,08-44,U.S. House,2,R,Don Bacon,459,638,179
Douglas,08-45,U.S. House,2,R,Don Bacon,606,924,318
Douglas,08-46,U.S. House,2,R,Don Bacon,719,990,271
Douglas,08-47,U.S. House,2,R,Don Bacon,804,1162,358
Douglas,08-48,U.S. House,2,R,Don Bacon,468,771,303
Douglas,08-49,U.S. House,2,R,Don Bacon,462,647,185
Douglas,08-50,U.S. House,2,R,Don Bacon,552,793,241
Douglas,08-51,U.S. House,2,R,Don Bacon,706,1027,321
Douglas,08-52,U.S. House,2,R,Don Bacon,441,641,200
Douglas,08-53,U.S. House,2,R,Don Bacon,506,711,205
Douglas,08-54,U.S. House,2,R,Don Bacon,506,710,204
Douglas,08-55,U.S. House,2,R,Don Bacon,537,799,262
Douglas,01-01,U.S. House,2,D,Brad Ashford,439,699,260
Douglas,01-02,U.S. House,2,D,Brad Ashford,210,368,158
Douglas,01-03,U.S. House,2,D,Brad Ashford,402,847,445
Douglas,01-04,U.S. House,2,D,Brad Ashford,421,774,353
Douglas,01-05,U.S. House,2,D,Brad Ashford,363,635,272
Douglas,01-06,U.S. House,2,D,Brad Ashford,475,743,268
Douglas,01-07,U.S. House,2,D,Brad Ashford,537,860,323
Douglas,01-08,U.S. House,2,D,Brad Ashford,494,850,356
Douglas,01-09,U.S. House,2,D,Brad Ashford,333,490,157
Douglas,01-10,U.S. House,2,D,Brad Ashford,202,296,94
Douglas,01-11,U.S. House,2,D,Brad Ashford,345,535,190
Douglas,01-12,U.S. House,2,D,Brad Ashford,25,46,21
Douglas,01-13,U.S. House,2,D,Brad Ashford,435,709,274
Douglas,01-14,U.S. House,2,D,Brad Ashford,609,1049,440
Douglas,01-15,U.S. House,2,D,Brad Ashford,505,827,322
Douglas,01-16,U.S. House,2,D,Brad Ashford,286,482,196
Douglas,01-17,U.S. House,2,D,Brad Ashford,498,800,302
Douglas,01-18,U.S. House,2,D,Brad Ashford,536,1014,478
Douglas,01-19,U.S. House,2,D,Brad Ashford,388,695,307
Douglas,01-20,U.S. House,2,D,Brad Ashford,360,564,204
Douglas,01-21,U.S. House,2,D,Brad Ashford,376,654,278
Douglas,01-22,U.S. House,2,D,Brad Ashford,300,521,221
Douglas,01-23,U.S. House,2,D,Brad Ashford,363,561,198
Douglas,01-24,U.S. House,2,D,Brad Ashford,316,518,202
Douglas,01-25,U.S. House,2,D,Brad Ashford,354,516,162
Douglas,02-01,U.S. House,2,D,Brad Ashford,376,557,181
Douglas,02-02,U.S. House,2,D,Brad Ashford,386,560,174
Douglas,02-03,U.S. House,2,D,Brad Ashford,486,762,276
Douglas,02-04,U.S. House,2,D,Brad Ashford,415,588,173
Douglas,02-05,U.S. House,2,D,Brad Ashford,342,528,186
Douglas,02-06,U.S. House,2,D,Brad Ashford,425,595,170
Douglas,02-07,U.S. House,2,D,Brad Ashford,377,580,203
Douglas,02-08,U.S. House,2,D,Brad Ashford,380,587,207
Douglas,02-09,U.S. House,2,D,Brad Ashford,416,668,252
Douglas,02-10,U.S. House,2,D,Brad Ashford,425,612,187
Douglas,02-11,U.S. House,2,D,Brad Ashford,536,818,282
Douglas,02-12,U.S. House,2,D,Brad Ashford,563,804,241
Douglas,02-13,U.S. House,2,D,Brad Ashford,326,506,180
Douglas,02-14,U.S. House,2,D,Brad Ashford,507,693,186
Douglas,02-15,U.S. House,2,D,Brad Ashford,570,800,230
Douglas,02-16,U.S. House,2,D,Brad Ashford,404,612,208
Douglas,02-17,U.S. House,2,D,Brad Ashford,435,627,192
Douglas,02-18,U.S. House,2,D,Brad Ashford,60,124,64
Douglas,02-19,U.S. House,2,D,Brad Ashford,343,538,195
Douglas,02-20,U.S. House,2,D,Brad Ashford,334,539,205
Douglas,02-21,U.S. House,2,D,Brad Ashford,441,641,200
Douglas,02-22,U.S. House,2,D,Brad Ashford,305,484,179
Douglas,02-23,U.S. House,2,D,Brad Ashford,341,502,161
Douglas,03-01,U.S. House,2,D,Brad Ashford,47,56,9
Douglas,03-02,U.S. House,2,D,Brad Ashford,439,648,209
Douglas,03-03,U.S. House,2,D,Brad Ashford,516,805,289
Douglas,03-04,U.S. House,2,D,Brad Ashford,632,1044,412
Douglas,03-05,U.S. House,2,D,Brad Ashford,374,592,218
Douglas,03-06,U.S. House,2,D,Brad Ashford,430,638,208
Douglas,03-07,U.S. House,2,D,Brad Ashford,513,802,289
Douglas,03-08,U.S. House,2,D,Brad Ashford,438,670,232
Douglas,03-09,U.S. House,2,D,Brad Ashford,522,810,288
Douglas,03-10,U.S. House,2,D,Brad Ashford,236,414,178
Douglas,03-11,U.S. House,2,D,Brad Ashford,419,616,197
Douglas,03-12,U.S. House,2,D,Brad Ashford,353,561,208
Douglas,03-13,U.S. House,2,D,Brad Ashford,429,619,190
Douglas,03-14,U.S. House,2,D,Brad Ashford,421,737,316
Douglas,03-15,U.S. House,2,D,Brad Ashford,542,887,345
Douglas,03-16,U.S. House,2,D,Brad Ashford,609,1020,411
Douglas,03-17,U.S. House,2,D,Brad Ashford,396,623,227
Douglas,03-18,U.S. House,2,D,Brad Ashford,390,596,206
Douglas,03-19,U.S. House,2,D,Brad Ashford,520,762,242
Douglas,03-20,U.S. House,2,D,Brad Ashford,589,906,317
Douglas,03-21,U.S. House,2,D,Brad Ashford,465,775,310
Douglas,04-01,U.S. House,2,D,Brad Ashford,311,448,137
Douglas,04-02,U.S. House,2,D,Brad Ashford,307,463,156
Douglas,04-03,U.S. House,2,D,Brad Ashford,355,556,201
Douglas,04-04,U.S. House,2,D,Brad Ashford,389,551,162
Douglas,04-05,U.S. House,2,D,Brad Ashford,485,712,227
Douglas,04-06,U.S. House,2,D,Brad Ashford,458,663,205
Douglas,04-07,U.S. House,2,D,Brad Ashford,293,432,139
Douglas,04-08,U.S. House,2,D,Brad Ashford,343,569,226
Douglas,04-09,U.S. House,2,D,Brad Ashford,252,363,111
Douglas,04-10,U.S. House,2,D,Brad Ashford,431,627,196
Douglas,04-11,U.S. House,2,D,Brad Ashford,338,562,224
Douglas,04-12,U.S. House,2,D,Brad Ashford,320,507,187
Douglas,04-13,U.S. House,2,D,Brad Ashford,342,519,177
Douglas,04-14,U.S. House,2,D,Brad Ashford,280,387,107
Douglas,04-15,U.S. House,2,D,Brad Ashford,461,644,183
Douglas,04-16,U.S. House,2,D,Brad Ashford,373,556,183
Douglas,04-17,U.S. House,2,D,Brad Ashford,196,312,116
Douglas,04-18,U.S. House,2,D,Brad Ashford,320,478,158
Douglas,05-01,U.S. House,2,D,Brad Ashford,383,598,215
Douglas,05-02,U.S. House,2,D,Brad Ashford,388,685,297
Douglas,05-03,U.S. House,2,D,Brad Ashford,394,623,229
Douglas,05-04,U.S. House,2,D,Brad Ashford,323,461,138
Douglas,05-05,U.S. House,2,D,Brad Ashford,312,471,159
Douglas,05-06,U.S. House,2,D,Brad Ashford,253,416,163
Douglas,05-07,U.S. House,2,D,Brad Ashford,421,632,211
Douglas,05-08,U.S. House,2,D,Brad Ashford,376,557,181
Douglas,05-09,U.S. House,2,D,Brad Ashford,276,522,246
Douglas,05-10,U.S. House,2,D,Brad Ashford,282,501,219
Douglas,05-11,U.S. House,2,D,Brad Ashford,404,609,205
Douglas,05-12,U.S. House,2,D,Brad Ashford,340,553,213
Douglas,05-13,U.S. House,2,D,Brad Ashford,285,566,281
Douglas,05-14,U.S. House,2,D,Brad Ashford,332,544,212
Douglas,05-15,U.S. House,2,D,Brad Ashford,258,459,201
Douglas,05-16,U.S. House,2,D,Brad Ashford,286,464,178
Douglas,05-17,U.S. House,2,D,Brad Ashford,161,299,138
Douglas,05-18,U.S. House,2,D,Brad Ashford,344,584,240
Douglas,05-19,U.S. House,2,D,Brad Ashford,248,438,190
Douglas,05-20,U.S. House,2,D,Brad Ashford,186,320,134
Douglas,05-21,U.S. House,2,D,Brad Ashford,162,290,128
Douglas,05-22,U.S. House,2,D,Brad Ashford,239,389,150
Douglas,05-23,U.S. House,2,D,Brad Ashford,352,597,245
Douglas,05-24,U.S. House,2,D,Brad Ashford,371,523,152
Douglas,05-25,U.S. House,2,D,Brad Ashford,250,456,206
Douglas,05-26,U.S. House,2,D,Brad Ashford,207,318,111
Douglas,05-27,U.S. House,2,D,Brad Ashford,170,309,139
Douglas,05-28,U.S. House,2,D,Brad Ashford,270,450,180
Douglas,05-29,U.S. House,2,D,Brad Ashford,263,423,160
Douglas,05-30,U.S. House,2,D,Brad Ashford,332,629,297
Douglas,05-31,U.S. House,2,D,Brad Ashford,140,299,159
Douglas,05-32,U.S. House,2,D,Brad Ashford,40,81,41
Douglas,05-33,U.S. House,2,D,Brad Ashford,84,134,50
Douglas,06-01,U.S. House,2,D,Brad Ashford,323,593,270
Douglas,06-02,U.S. House,2,D,Brad Ashford,281,555,274
Douglas,06-03,U.S. House,2,D,Brad Ashford,269,525,256
Douglas,06-04,U.S. House,2,D,Brad Ashford,293,541,248
Douglas,06-05,U.S. House,2,D,Brad Ashford,364,600,236
Douglas,06-06,U.S. House,2,D,Brad Ashford,326,500,174
Douglas,06-07,U.S. House,2,D,Brad Ashford,319,643,324
Douglas,06-08,U.S. House,2,D,Brad Ashford,337,657,320
Douglas,06-09,U.S. House,2,D,Brad Ashford,252,614,362
Douglas,06-10,U.S. House,2,D,Brad Ashford,409,621,212
Douglas,06-11,U.S. House,2,D,Brad Ashford,427,671,244
Douglas,06-12,U.S. House,2,D,Brad Ashford,354,498,144
Douglas,06-13,U.S. House,2,D,Brad Ashford,476,692,216
Douglas,06-14,U.S. House,2,D,Brad Ashford,353,591,238
Douglas,06-15,U.S. House,2,D,Brad Ashford,241,421,180
Douglas,06-16,U.S. House,2,D,Brad Ashford,242,516,274
Douglas,06-17,U.S. House,2,D,Brad Ashford,222,368,146
Douglas,06-18,U.S. House,2,D,Brad Ashford,67,133,66
Douglas,06-19,U.S. House,2,D,Brad Ashford,229,475,246
Douglas,06-20,U.S. House,2,D,Brad Ashford,298,474,176
Douglas,06-21,U.S. House,2,D,Brad Ashford,235,442,207
Douglas,06-22,U.S. House,2,D,Brad Ashford,140,280,140
Douglas,06-23,U.S. House,2,D,Brad Ashford,190,309,119
Douglas,06-24,U.S. House,2,D,Brad Ashford,244,393,149
Douglas,06-25,U.S. House,2,D,Brad Ashford,276,547,271
Douglas,06-26,U.S. House,2,D,Brad Ashford,218,512,294
Douglas,06-27,U.S. House,2,D,Brad Ashford,320,544,224
Douglas,06-28,U.S. House,2,D,Brad Ashford,290,553,263
Douglas,06-29,U.S. House,2,D,Brad Ashford,174,350,176
Douglas,06-30,U.S. House,2,D,Brad Ashford,89,223,134
Douglas,07-01,U.S. House,2,D,Brad Ashford,379,580,201
Douglas,07-02,U.S. House,2,D,Brad Ashford,354,620,266
Douglas,07-03,U.S. House,2,D,Brad Ashford,383,581,198
Douglas,07-04,U.S. House,2,D,Brad Ashford,407,610,203
Douglas,07-05,U.S. House,2,D,Brad Ashford,444,717,273
Douglas,07-06,U.S. House,2,D,Brad Ashford,269,498,229
Douglas,07-07,U.S. House,2,D,Brad Ashford,295,487,192
Douglas,07-08,U.S. House,2,D,Brad Ashford,414,578,164
Douglas,07-09,U.S. House,2,D,Brad Ashford,459,671,212
Douglas,07-10,U.S. House,2,D,Brad Ashford,423,673,250
Douglas,07-11,U.S. House,2,D,Brad Ashford,396,614,218
Douglas,07-12,U.S. House,2,D,Brad Ashford,313,499,186
Douglas,07-13,U.S. House,2,D,Brad Ashford,283,505,222
Douglas,07-14,U.S. House,2,D,Brad Ashford,131,215,84
Douglas,07-15,U.S. House,2,D,Brad Ashford,357,553,196
Douglas,07-16,U.S. House,2,D,Brad Ashford,291,495,204
Douglas,07-17,U.S. House,2,D,Brad Ashford,242,432,190
Douglas,07-18,U.S. House,2,D,Brad Ashford,437,696,259
Douglas,07-19,U.S. House,2,D,Brad Ashford,395,698,303
Douglas,07-20,U.S. House,2,D,Brad Ashford,295,597,302
Douglas,07-21,U.S. House,2,D,Brad Ashford,236,493,257
Douglas,07-22,U.S. House,2,D,Brad Ashford,355,644,289
Douglas,07-23,U.S. House,2,D,Brad Ashford,334,488,154
Douglas,07-24,U.S. House,2,D,Brad Ashford,355,534,179
Douglas,07-25,U.S. House,2,D,Brad Ashford,387,627,240
Douglas,07-26,U.S. House,2,D,Brad Ashford,160,325,165
Douglas,07-27,U.S. House,2,D,Brad Ashford,306,518,212
Douglas,07-28,U.S. House,2,D,Brad Ashford,159,280,121
Douglas,07-29,U.S. House,2,D,Brad Ashford,293,440,147
Douglas,07-30,U.S. House,2,D,Brad Ashford,252,438,186
Douglas,07-31,U.S. House,2,D,Brad Ashford,234,430,196
Douglas,07-32,U.S. House,2,D,Brad Ashford,252,490,238
Douglas,07-33,U.S. House,2,D,Brad Ashford,169,309,140
Douglas,07-34,U.S. House,2,D,Brad Ashford,165,357,192
Douglas,08-01,U.S. House,2,D,Brad Ashford,183,304,121
Douglas,08-02,U.S. House,2,D,Brad Ashford,135,208,73
Douglas,08-03,U.S. House,2,D,Brad Ashford,143,191,48
Douglas,08-04,U.S. House,2,D,Brad Ashford,153,257,104
Douglas,08-05,U.S. House,2,D,Brad Ashford,159,259,100
Douglas,08-06,U.S. House,2,D,Brad Ashford,118,186,68
Douglas,08-07,U.S. House,2,D,Brad Ashford,199,314,115
Douglas,08-08,U.S. House,2,D,Brad Ashford,58,125,67
Douglas,08-09,U.S. House,2,D,Brad Ashford,87,242,155
Douglas,08-10,U.S. House,2,D,Brad Ashford,256,429,173
Douglas,08-11,U.S. House,2,D,Brad Ashford,601,993,392
Douglas,08-12,U.S. House,2,D,Brad Ashford,456,714,258
Douglas,08-13,U.S. House,2,D,Brad Ashford,340,625,285
Douglas,08-14,U.S. House,2,D,Brad Ashford,198,295,97
Douglas,08-15,U.S. House,2,D,Brad Ashford,207,439,232
Douglas,08-16,U.S. House,2,D,Brad Ashford,349,589,240
Douglas,08-17,U.S. House,2,D,Brad Ashford,300,491,191
Douglas,08-18,U.S. House,2,D,Brad Ashford,137,230,93
Douglas,08-19,U.S. House,2,D,Brad Ashford,347,594,247
Douglas,08-20,U.S. House,2,D,Brad Ashford,303,457,154
Douglas,08-23,U.S. House,2,D,Brad Ashford,193,330,137
Douglas,08-24,U.S. House,2,D,Brad Ashford,161,332,171
Douglas,08-27,U.S. House,2,D,Brad Ashford,44,45,1
Douglas,08-31,U.S. House,2,D,Brad Ashford,192,301,109
Douglas,08-35,U.S. House,2,D,Brad Ashford,124,183,59
Douglas,08-36,U.S. House,2,D,Brad Ashford,203,388,185
Douglas,08-37,U.S. House,2,D,Brad Ashford,210,415,205
Douglas,08-39,U.S. House,2,D,Brad Ashford,235,367,132
Douglas,08-40,U.S. House,2,D,Brad Ashford,265,430,165
Douglas,08-41,U.S. House,2,D,Brad Ashford,214,366,152
Douglas,08-42,U.S. House,2,D,Brad Ashford,298,610,312
Douglas,08-43,U.S. House,2,D,Brad Ashford,201,410,209
Douglas,08-44,U.S. House,2,D,Brad Ashford,248,400,152
Douglas,08-45,U.S. House,2,D,Brad Ashford,194,409,215
Douglas,08-46,U.S. House,2,D,Brad Ashford,376,646,270
Douglas,08-47,U.S. House,2,D,Brad Ashford,475,817,342
Douglas,08-48,U.S. House,2,D,Brad Ashford,114,246,132
Douglas,08-49,U.S. House,2,D,Brad Ashford,194,330,136
Douglas,08-50,U.S. House,2,D,Brad Ashford,258,484,226
Douglas,08-51,U.S. House,2,D,Brad Ashford,463,755,292
Douglas,08-52,U.S. House,2,D,Brad Ashford,322,571,249
Douglas,08-53,U.S. House,2,D,Brad Ashford,234,405,171
Douglas,08-54,U.S. House,2,D,Brad Ashford,148,304,156
Douglas,08-55,U.S. House,2,D,Brad Ashford,177,303,126
Douglas,01-01,U.S. House,2,L,Steven Laird,61,80,19
Douglas,01-02,U.S. House,2,L,Steven Laird,31,45,14
Douglas,01-03,U.S. House,2,L,Steven Laird,18,37,19
Douglas,01-04,U.S. House,2,L,Steven Laird,20,31,11
Douglas,01-05,U.S. House,2,L,Steven Laird,23,32,9
Douglas,01-06,U.S. House,2,L,Steven Laird,28,47,19
Douglas,01-07,U.S. House,2,L,Steven Laird,41,51,10
Douglas,01-08,U.S. House,2,L,Steven Laird,44,52,8
Douglas,01-09,U.S. House,2,L,Steven Laird,38,43,5
Douglas,01-10,U.S. House,2,L,Steven Laird,19,26,7
Douglas,01-11,U.S. House,2,L,Steven Laird,32,40,8
Douglas,01-12,U.S. House,2,L,Steven Laird,8,13,5
Douglas,01-13,U.S. House,2,L,Steven Laird,38,55,17
Douglas,01-14,U.S. House,2,L,Steven Laird,22,32,10
Douglas,01-15,U.S. House,2,L,Steven Laird,47,61,14
Douglas,01-16,U.S. House,2,L,Steven Laird,28,41,13
Douglas,01-17,U.S. House,2,L,Steven Laird,35,40,5
Douglas,01-18,U.S. House,2,L,Steven Laird,16,31,15
Douglas,01-19,U.S. House,2,L,Steven Laird,16,27,11
Douglas,01-20,U.S. House,2,L,Steven Laird,30,45,15
Douglas,01-21,U.S. House,2,L,Steven Laird,26,33,7
Douglas,01-22,U.S. House,2,L,Steven Laird,8,14,6
